Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,AAPF709FNITU1,"Lori K. Ludwig ""lk ludwig""",18/18,5.0,962582400,inspiring and informative,"Making Journals By Hand has a slightly deceptive title; the book really inspires you to become more involved in your journals by incorporating visual elements or trying new techniques.The examples are gorgeous. I love being able to look at (or is it into?) other people's journals, and this book allows me to do just that. There are travel journals and pregnancy journals and nature journals- but these aren't merely text entries- they are journals with lavish layers of collage &amp; illustration. The projects are interesting and really make you want to get up out of your chair and into your work space to try out these techniques. I think beginners will come away with a sense of what is possible and more advanced visual journalers will come away with inspiration &amp; maybe a little jumpstart!"
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,,,25/27,3.0,968716800,this book needs two separate ratings...,"one for the projects and one for the art. my rating for the projects would be a TWO. While it has some good ideas for making art in your journal, it is called &quot;Making journals by hand&quot; and the instructions for making journals are terrible. things like, &quot;get a stack of paper and take it to kinkos to have it bound.&quot; NOT how to do it yourself. This book will NOT help you learn to make books. It also has a lot of terms that it never defines, and if you're not an experienced book maker, you won't know what they mean.On the other hand, I would give a rating of FIVE stars for the art and inspiration. the pictures and journals are absolutely gorgeous. They're too small, though, and you want to see everything closer.But, since this book is called &quot;making journals by hand&quot;... it is NOT helpful for that, and so I give it three stars."
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,A3SL5JUJCMH5DN,kircur,14/14,5.0,1010448000,Very Unique,"Making Journals By Hand is an excellent introduction to artistic techniques that can enhance an artistic journal, not to mention directions for actually making the journals in which you might use these techniques. This is a very unique book because so few how-to books give information about ways to make your journal more artful. The techniques described lend themselves well to edgier, more artistic journaling, rather than cookie-cutter scrapbooking. I was especially excited to see explanations of emulsion lifts and image transfers. As a fan of the journals of Dan Eldon and Sabrina Ward Harrison, I felt that I could make journal entries more in keeping with those styles by using the ideas in this book. Plus there are many inspirational photos of artfully done journals by artists such as Teesha and Tracey Moore. All in all, this book was a great find and I would highly recommend it."
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,AC43OOV7Y6XX1,Julie Lovisa,14/14,5.0,992304000,A gorgeous celebration of the visual journal.,"The title of this book is slightly misleading...I think it's more about creating the visual aspect of a journal's pages than binding a journal by hand. That's not to say that there aren't any instructions at all for creating your own from scratch, just that the projects presented are on the simple side and not what someone looking for a bookbinding manual would necessarily be looking for.Now, if you are looking for a book that will inspire you to keep a true visual journal, then you can do no better than to purchase this book! The photographs are beautiful and the amount of creativity contained in these pages is awesome.There are many instructions included for designing the pages of your journal that would put this type of record-keeping in the league of scrapbooking. If you want to make a memorable legacy for yourself and generations to come, then you will want to put the ideas in &quot;Making Journals By Hand&quot; to use."
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,A3VAAX926BOJC6,"Aisling D'Art ""artist and author""",12/12,5.0,963619200,This one is a MUST-own!,"Most books that I rave about, I expect people to request at the public library. And, in most cases, that's fine.However, now &amp; then someone puts together a book that I refer to often for inspiration, affirmation, and the pure artistic energy it provides; &quot;Making Journals by Hand&quot; is one of the latter. (Other books on that short list including SARK's earliest books, and Natalie Goldberg's &quot;Living Color&quot;.)&quot;Making Journals by Hand&quot; has superb, simple, and detailed directions for even the most complex and professional journals. However, what charms me are the ideas that involve simple techniques and found materials... the kinds of things that are kicking around my house anyway. (You know, that box of stuff in the closet that's being saved because, &quot;someday this might be useful,&quot; ....? *LOL*)Sure, make certain your public library owns this book. But then, get your own copy. You'll want it on your bookshelf, and--more often--open, at your elbow, while you work on the many glorious and original projects in the book!"
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,A1LHD5XVKKKW5V,tashina,11/11,5.0,966556800,The best book of the year!,"I have spent hundreds of dollars of my hard earned money on Amazon.com's art books this year. This is easily the best book out of all the books I have bought. The layout is excellent, the photographic quality is wonderful, and the choices of the pieces is well thought-out. Beginners can get many ideas from this book, and all of us more advanced Somerst Studio Magazine types will find lots of inspiration. A lot of books can be checked out of the local library, but this is one you'll definitely want to own!"
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,,,10/10,5.0,973641600,Highly Recommended.,"I am so impressed by this book. The photos are absolutely gorgeous and show a sophistication not often seen in how-to books. They convey a journaling 'mood' and draw you in to explore every detail. The works showcased are thoughtful, inspiring, and truly beautiful.The how-to sections are straight forward and user friendly. In response to those who found this area lacking I ask; Why make a simple process complicated? It never occured to me that this book should be about bookbinding, yet there are many resources offered for those whose journalling takes them in that direction. How many times have I been given a beautiful blank book and felt intimidated by its empty pages? It always seemed so boring to give a rundown of my day, but to do a yoga or garden journal? This has inspired me to begin a journal about my experiences in learning the Japanese language. For beginners this book shows journalling as doable and for the more experienced it is a source of reinvigorating inspiration.This book is filled with so many ideas and suggestions to get you going and it's clear that the author truly loves this art/written form. I think people will be inspired by looking at the artists' works and will feel encouraged to do their own when they turn to the instructional section and see how easy it is. This is a most treasured book to me and I highly, highly recommend it."
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,A11LNPG39A2ZV4,Kristi Swede,8/8,5.0,970790400,If Only This Were Titled...,"Hand-Made Journals, it would be perfect! I agree with other reviewers who see this more as an inspiration for those who keep visual journals, than a guide to actually making books to use as journals. That said, this is a stunningly beautiful and inspiring book. A wide variety of styles and media are shown in the photographed journals. It left me longing to pick up and read the journals that were included."
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,AXOEAGKQGSQZR,"""mhbooks""",10/11,2.0,972432000,Toxic -- except for the artists' journals,"I agree with the reviewers who commented that this book is not about making journals by hand. (Especially the scant instructions on restructuring a hardbound book and the triptych.)My real reason for writing this review is to STRONGLY CAUTION all readers about the two solvent techniques and the rather blas&eacute; hazard warnings. Blender pens are extremely toxic and have been taken off the market. Xylene is a very hazardous product, as are the solvents listed, including natural solvents such as peppermint. (I had to go to the hospital because of the affects of inhaled wintergreen oil, even though I was working outside on a windy day. Don't do it!) Many of these solvents leave a scent or residue on the pages long after you've finished your project.The book is quick to &quot;read&quot; since it has very little information. Worse, the photographs are annoyingly without depth of field leaving foreground and background of images out of focus.That said, and the reason I gave it a 2 rating, the journals the artists are keeping are very inspirational and artful. (They rate a 5) Jason Thompson should be commended for sharing these works with other artists -- but not for his descriptions or techniques!"
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,A2I2XPCBKU05QF,"The Pod ""sharybear""",12/14,5.0,963878400,For lovers of journals and art,"A journal is more than what is between the covers. You can express yourself just as much with the exterior of your journal as you do inside your journal.I didn't just love this book, I adored it! It is filled with ideas, images and inspirations. A journal is one of the most personal items a person can have. After reading this book it seems like a natural progression to make it even more personal by making it a piece of art. This leads me to my next comment. This book is not just for people who journal. It would be a great selection for anyone who loves paper arts such as scrapbooking, collage, or book making. If you love the magazine Somerset Studios you'll love this book!"
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,A3UFTOSU81XNPL,Juliana Coles,8/9,5.0,966556800,From a Visual Journalar,"I am very excited to be included in this inspirational book. I constantly pour over the pages- the artwork and ideas are overwhelming. My brain is on overload. I have already incorporated many of the examples and brilliantly creative ideas into my own work. It is by far my favorite book and a journey I often take, completely losing myself and all track of time. If you are interested in this process, I also suggest viewing copies of the published journals of Dan Eldon, Peter Beard, Sabrina Ward Harrison, Frida Kahlo,and William Burroughs. My life is a series of visual journals. My emphasis being on expression and not product. I also seek that out in the world and that is why this collection of others' visual journals is so amazing: all these artists and story tellers revealing an inner, hidden, secret life that society rarely gets a glimpse of. This is the real story."
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,APF9W8VP6NQ0K,"""selket""",5/5,5.0,973209600,Excellent book for ideas,"I've had this book for a couple of months now and find it an excellent source of inspiration. I have other books that I love on bookbinding and those (like Cover to Cover) will be more helpful to people looking for information on how to bind books. This book is more about the possibilities of journal keeping and creative ways to record your thoughts, travels, etc. This is more a book about &quot;content&quot; than on how to make the book itself. The illustrations are wonderful! I think this book makes a perfect companion to your bookbinding instruction books."
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,A3P5JSVVHAQNJN,Missnorth,10/12,2.0,1045872000,Skimps on Content,"While the journals in here were really beautiful, it doesn't look like the author put a lot of effort into explaining them. It only took me about an hour to read this book and, even with a few creative ideas(mostly from the pictures), the general content was sparse. Some of the shaded sections on the side looked like space filler (for example, one on &quot;themes&quot; describes a travel journal's purpose as &quot;chronicling your travels&quot;...no way!). It bothers me when writers use pretty pictures to try and pull off the appearance of a quality book. Flip through this book in the library to get some good ideas, but don't expect thoughtful written advice."
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,,,6/7,2.0,970617600,Doesn't live up to title,"While this book has a wonderful visual collection of stunningly beautiful books and journals, it offers virtually no guidance on how to &quot;make&quot; them. The advice on putting together a complicated book with non-linear pages is limited to 3 steps, with no list of supplies and vague instructions. Poorly edited, there are many grammatical mistakes or typos. Buy this book for inspiration, but not for instruction."
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,API6D0PY13CAM,"Ruth Edlund ""dark goddess of replevin""",8/10,3.0,1007078400,"A Visual Treat, But Needs More Content","I enjoyed what there was in this book, but the generous use of white space and extended discussion on how to make your own books left little room for the subjects of most interest to me, namely the appearance of artists' journals and suggestions for making visual enhancements to a a journal.The ideas there are very fine, indeed, but for the price and number of pages I simply expected more ideas. I'd recommend checking this book out of the library rather than actually purchasing it. I don't think it will grow on one as a reference."
1564966763,Making Journals by Hand: 20 Creative Projects for Keeping Your Thoughts,,ABY77ZEHN9WLU,"Ellen Etc. ""Garret Books""",3/3,5.0,1049846400,"expansive techniques, but the art is up to us &#65533;","This luscious book peeks into the art journals of many talented artists, giving step-by-step instructions on basic techniques for compiling and binding journals that mix image and word. Because the contributors are all highly talented artists, this book should have been more intimidating to my non-artist self than it was. Instead, it is encouraging and freeing, and the author provides short helpful tips on the process of writing a journal along with illustration and decoration. I read the book in two addictive sittings and am looking forward to spending more time with it, and with the books and websites listed in the bibliography, even if I never try any of the techniques. Thank you, Jason, for a generous, empowering, and visually stunning book."
B000PXNN4C,Pictures of the Night,,AHG16LPAHWP03,Astrasea,5/6,4.0,1026777600,Final mesmirising chapter in fairytale trilogy,"I waited a long time for this to be republished in England. It begins just as the other two did, 'once upon a time', but Bella is actually speaking the words. I was looking forward to this book, not only for the story and the wrapping up of Alice's and Megan's tales, but also to discover Bella's mind.Bella is the most flamboyant and rebellious of the trio: she is constantly compared to Carmen throughout the trilogy, a nod to the allure she has for men and her troubles with them, and she is the one who keeps up with popular culture. However, although Bella loves Elvis and other rock'n'roll singers, she is deeply touched by the world of jazz and the blues. And this is a perfect example of her character: though she can seem shallow, arrogant and irritating, inside Bella is actually quite thoughtful. The agony of the blues and jazz touches her because she has had sadness in her life, the dynamics of the original fairytale being unchanged. As before, the stepmother, whom Bella wanted to love, despises her beauty and does everything she can to stifle her spirit. Therefore, Bella is, in fact, probably the most isolated of the trio, because she seems the most invulnerable. Geras brilliantly reveals the insecurities behind Bella's faade: her doubts about love, just as real as Alice's and Megan's; her distress about what happened to Alice (she was the one, after all, who decided to protect her that first night); and most of all, is Marjorie really as hostile as Bella thinks she is, or is she really being 'melodramatic' as everyone else says?The sense of doom that permanently hovered over 'Watching the Roses' is subtly changed here into a creeping suspicion, as Geras brilliantly mimicks what happened to Snow-Drop in the original fairytale, even managing to get the bit about Bella's colouring. Bella adores to sing jazz and blues, to get rid of her agony, and even the title of the story comes from a song in the story which is about chasing the blues away. The meeting of her 'prince' in Paris, on a holiday after her A-levels, is incredibly romantic, but typically the course of true love does not run smooth and he disappears, leaving Bella vulnerable.As both Megan and Alice's tales reach their end, Bella feels left out, remarking that 'it would never, never be only the three of us ever again'. Where is her happy ending? And why does she keep seeing a white cat every time something strange happens...?This story is powerful, but also sensitive as it probes Bella's mind, her defiance of the adult world and rules as personified by her stepmother, her refusal to pity herself, but also her longing for love, the one who is protected instead of the one who protects. However, it does make you wonder what it was like for Megan alone on holiday with Dorothy, and what Alice did in France. And what is Bella going to do after the end of the story? Marjorie is especially well-detailed: her jealousy of Bella is increasingly sinister, but Geras also ridicules it, and gives the reader the satisfaction of a kind of show-down between the two. Bella herself emerges as a fully rounded character, and the story ends in a very romantic, upbeat way, typical of her. Yes, there is sex, but as before it is dealt with as a fact of life, something that girls on the verge of womanhood would obviously think about. 'Pictures of the Night' will not disappoint fans of the series."
B000PXNN4C,Pictures of the Night,,A2P6KAWXJ16234,Kelly (Fantasy Literature),2/2,5.0,1008288000,"Calling all teenage girls, part three...","The third and final installment of the Egerton Hall series, _Pictures of the Night_, is a retelling of the Snow White story. Our heroine this time is Bella, the most flamboyant, rebellious, and wild of the three girls. This is the only one of the books not told in a diary format, which I found to be an excellent touch, since I could never see Bella sitting down long enough to write a journal.Wanting to get away from her jealous stepmother, who is upset because her hairdresser thinks Bella is prettier, Bella crashes at the house of a band, the Magnificent Seven, with whom she sometimes sings. They get a gig in Paris, and Bella runs off with them for the summer, telling her father and stepmother that she's staying with a friend's aunt. She finds ecstasy on stage, and two very different kinds of love, but always there is a whiff of fear in the air. For Bella is constantly meeting strange women, women who remind her of her stepmother, who rave of her beauty and then give her gifts which always somehow result in Bella becoming ill. Then she returns to Egerton for the fall term, and she and her friends discuss their future plans, and Bella does a lot of soul-searching. And the band is getting ready to play one last big show--and this time her stepmother will be in the audience.Bella can be obnoxious, shallow, and callous, but I accept that, because making her &quot;sweetness and light&quot; wouldn't be true to the Bella we saw in the first two books. My only gripe is that Miss van der Leyden does not appear in this book. Dear Ms. Geras: Please write a book about everyone's favorite housemother. There must be a story there."
B000PXNN4C,Pictures of the Night,,AO79KZQM6WAAG,Emily,0/0,2.0,1322438400,Not my type of book,"I just couldn't get into this book. Right from the start, it seemed like the author was trying to hide something from the reader and that annoyed me. Also, it contained too many long descriptions. Not my type of book."
B000PXNN4C,Pictures of the Night,,,,0/0,4.0,919987200,EXCELENT PERFECT FABULOS SUPER,"I loved this book! I read the first Egerton hall book, the Tower room when i was bored one day and i couldn't but then down untill i read this one. Bella is just me I love her and the ending is sooo Sweet BUY BORROW OR STEAL THIS BOOK,AND THE TOWER ROOM AND WATCHING THE ROSES AS THEY ARE MUST READ"
157856137X,A Match Made in Heaven (The Salinger Sisters #2),15.99,AGDW3Q5J0ZMV3,"Anna J. Johnson ""anna joy""",7/7,5.0,968284800,The most hilarious book i've read in my life!,"Om my goodness! I was laughing so hard reading this book I had a sideache for hours!!This is by far the best book in the Salinger Sisters series, though the other two are fantastic. Lucy Salinger, running her very own matchmaking service, is determined not to date any of her clients. But then in saunters Campbell Howard, and the hilarity begins. Lucy gets into all kinds of scrapes trying to convince herself that she has no feelings for Campbell whatsoever. The things she does will make you roll on the floor laughing--going jogging in her work suit to impress Cam, setting him up with the two worst dates in dating history, swelling up from an allergic reaction from which Cam has to carry her out of the Chinese restaraunt...Lucy's totally funny and totally lovable, just like this book. I loved it so much I read it twice in one day, and I know you'll love it too."
157856137X,A Match Made in Heaven (The Salinger Sisters #2),15.99,A1CHUXZWF8SF9R,EBowers95@aol.com,3/3,5.0,936316800,I actually laughed outloud!,I throughly enjoyed this book. I could not believe I was actually laughing aloud. The writings were so visual. What a wonderful world Shari MacDonald has created with the Salinger Sisters.
157856137X,A Match Made in Heaven (The Salinger Sisters #2),15.99,A2OYPZ67J85PCC,Rebeca,2/2,5.0,1140998400,A Match Made in Heaven,"A Match Made in HeavenBy Shari MacDonaldBook review By Kelsey TaylorThis book was stunningly good. I'll be honest, I hate to read. The only book I've ever picked up to read on my own was Harry Potter, but this book was amazing. It held my attention to the very last page, and that's saying something coming from a person like me.Enough of me. Let me tell you about this book. A Match Made in Heaven (by Shari MacDonald), is not like your average love stories. Normally they go: sweet, quiet girl meets rebel boy, they fall in love right then and there, and then that's the end! This doesn't happen in this book.Lucy Salinger runs a fantastic match making business. She is very happy with her life, but recently she's been finding herself simi lonely. Lucy does want to love someone, but it's also difficult for her because of something that happened to her in the past. Then...HE walks into her office. This difficult to explain fellow. A man that can only have his inheritance if he is married by his 30th birthday, which is at the end of the month. A man that is handsome and charming and so kind, but he can't be real? Can he?Lucy is nervous about getting him a wife, because she doesn't want the women to get hurt. Is Campbell only using a woman to get his cash? As Lucy goes to tell him she can't help him, Cam decides to quit on her services. Lucy suddenly wants him to stay. Matching him up with disastrous matches to get him to stay with her match making...is she losing her touch, or is it her heart?I hope you find this book just as inspirational as I have. I've learned a lot about God, and how he helps us in what may or may not come in my life. I know life isn't perfect, but when all of these ""love at first sight"" books and movies are there, we sometimes forget, and this book is a wonderful reality check."
157856137X,A Match Made in Heaven (The Salinger Sisters #2),15.99,,,2/2,5.0,973987200,Hilarious!,The absolute best of the Salinger Sister books. The whole &quot;Rent-A-Yenta&quot; concept worked so beautifully. She can help everyone else's lovelife go smoothly while hers is a riot from beginning to end. This is a definite must-read for anyone looking for a good love story with great laughs peppered throughout! The laughs range from slapstick to subtle. Very well done.
157856137X,A Match Made in Heaven (The Salinger Sisters #2),15.99,AZMYYC363O6EX,"""heather34""",1/1,5.0,971481600,Excellent Book!,A Match Made in Heaven was the best out of the Salinger Sister series. You'll find yourself laughing out loud at this hilarious romantic comedy! You won't be able to put it down. You'll also enjoy: Love On the Run (the first book in this series) and The Perfect Wife (which is the last in the series) This was an excellent book!
157856137X,A Match Made in Heaven (The Salinger Sisters #2),15.99,A24NQ8FKOAMF2Y,Jeannie,2/3,5.0,1045699200,"the perfect light, funny romance","The last reviewer is truly out of her mind. If you don't like romance and humor, or if you're looking for non-stop action, then, no, this is not the book for you. (In fact, romance as a whole is probably not the genre for you.) But if you enjoy character-driven fiction, likeable and believable characters, witty humor, affirmation of loving family ties, and sweet, romance that sweeps you along to the very last page, you couldn't find a better story anywhere. I like romances, but unfortunately most of them aren't that smart. MacDonald's books are all extremely smart, in a wonderful way. This book is fabulous, as are the others in the series."
157856137X,A Match Made in Heaven (The Salinger Sisters #2),15.99,A38OB9G0Z1W4E5,blueshoe,0/0,3.0,1361750400,waiting,"have not read this book because,first one was ok not one i cant read later. Have many more i want t read."
157856137X,A Match Made in Heaven (The Salinger Sisters #2),15.99,ANM42D7WGZY83,"MSEreads ""mesreads""",0/0,4.0,1330041600,Get ready to laugh at an unexpected match for a wacky match maker.,"This is a sweet, fun, and light romance.Lucy has surprised herself, her family and the public by being a successful match maker. She seeks God's guidance in her business which is ironically called ""Rent-a-Yenta."" She has three sisters who are close and somewhat concerned that Lucy can find a match for others but not herself. Lucy has a vivacious assistant, Gabby, who wants to take on some match making duties if only Lucy would loosen up the controls. Lucy claims that being left at the altar by her college sweetheart has nothing to do with the fact she barely dates. Her loved ones and friends suspect she has some trust and control issues.One morning an eccentric woman comes in seeking Lucy's services for her brother, a shy, stay at home psychologist. The case is presented as an emergency because her brother stands to lose a substantial inheritance if he doesn't marry by the age of 30 which is coming up in a month! Lucy's ethics object to rushing a match. Besides she isn't sure she can help the man based on the geeky picture the sister presents.Dr. Campbell Howard steps in the office to find Lucy with head on her desk and drooling! Let the craziness begin! Campbell is a handsome, trim fellow and Lucy has no idea of his identity as they begin to talk and banter. There is immediate easy exchange between them and although Lucy agrees to accept him as a client she senses some reluctance within herself.Campbell and Lucy are clearly drawn to each other but Lucy insists on sending him on dates. She is somewhat relieved that the dates aren't going well even though she knows she isn't being fair to his search.There is a lot of wackiness in Lucy's behavior and sweet tenderness in Campbell's. But it seems that Lucy's fear may sabotage her own chances to have a meaningful relationship.I liked that the faith expressed in the story is presented as part of the lives of the characters. The emotions and lessons are natural and not preachy. The story is very cute and my book club group agreed it was a nice, easy read - no deep thinking required - that was just what they needed for a break in their busy lives."
157856137X,A Match Made in Heaven (The Salinger Sisters #2),15.99,,,0/0,5.0,935798400,Awesome!,This was the first novel I've read by Shari MacDonald. It was great. She ranks right up there with Lori Wick and Lori Copeland. This is a must read.
157856137X,A Match Made in Heaven (The Salinger Sisters #2),15.99,,,2/7,1.0,987552000,One's own dreams are better than this!!!!!,"This book is not one that you quickly get through. It is very slow and dull in both story content and happenings involved. I would not and have not recommended the book since I purchased it. Actually, I threw the copy I purchased out because I did not want to subject anyone else to the boredom! If you are one that likes slow moving and unreadable books, then this is the one for you. I did not find it the list bit funny or have any true emotion over the book at all -- except for the fact that it is a waste of money!"
B000K0A8IO,Penobscot Man : The life history of a forest tribe in Maine.,,A229GMLC123M05,Tumbleweed,0/0,5.0,1357257600,Penobscot Man Maine Indians,I have enjoyed this book and it is very informative about Native American people along the Penobscot river in Maine. I would highly recomend this book especially if one is looking for historical ways of the Abonaki.
1859585167,Epigrams of Oscar Wilde Pb,,A1FDV3WPOHREY9,"C. Scanlon ""least helpful reviewer""",1/2,5.0,1155427200,THE BEST OF A BADLY BUTCHERED BUNCH,"In fact this may be the first and greatest and most ethical of the small cottage industry of ""cute"" sound bites of Mr. Wilde taken far out of context and of sometimes dubious source. Mr. Wilde's son provides and excellent preface describing the limitations and dangers of this exercise and a wonderful insight to his amazing father. The editor then sums up his strategy in meeting the challenges to this enterprise, specifically the need to check the veracity of people claiming Mr. Wilde said such and such in conversation (many of these similar books have tepid sayings claimed to have been heard in conversation. Joyce suffered similarly with Frank Budgeon, and of course Mark Twain had EVERYTHING ascribed to him including the weather). They also address the difficulty of taking lines from Mr. Wilde's plays and novel, in which a CHARACTER while IN CHARACTER says a certain thing which some later call a saying of Mr. WIlde. Mr. Wilde in his own voice may have said it differently, but let the character with all their defects faults and characteristics speak such eccentric foolishness as a character development device. THe editor and Mr. Wilde's son wonderfully explore all the pitfalls of this project and then deliver the most perfect and comprehensive collection possible, ever, possibly the motherlode for all the later fashionable and dubious and cutely illustrated and superficial later throwaways.An excellent collection, substantial and worth keeping for re-reading and reflection. THe most complete of its miserable kind. Please nevertheless read the originals within their intended contexts rather than these naked soundbites, including Mr. Wilde's very insightful body of artistic criticisms."
